,conglomerado,cidade,data_base,indice_basileia
110922,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.,PIUMHI,2014-03-01,19.39
110923,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",ARARUAMA,2014-03-01,29.3
110924,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL,TRES PONTAS,2014-03-01,19.64
110925,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN,BARRA BONITA,2014-03-01,110.45
110926,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CRUZ MACHADO - CRESOL CRUZ MACHADO,CRUZ MACHADO,2014-03-01,21.99
110927,COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ,ABELARDO LUZ,2014-03-01,28.77
110928,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAO PAULO,2014-03-01,220.99
110929,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARANÉSIA LTDA. - SICOOB RURALCREDI,GUARANESIA,2014-03-01,35.72
110930,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR,FORMIGA,2014-03-01,22.59
110931,AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S.A. - AFERR,BOA VISTA,2014-03-01,23.73
110932,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS,LAGOA DA PRATA,2014-03-01,23.54
110933,OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,SAO PAULO,2014-03-01,17.41
110934,CODEPE - CORRETORA DE VALORES S.A.,RECIFE,2014-03-01,75.54
110935,UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM,BELEM,2014-03-01,39.61
110936,"MÚLTIPLA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A",FORTALEZA,2014-03-01,12.1
110937,SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS FEDERAIS DE MINAS GERAIS LTDA.,BELO HORIZONTE,2014-03-01,37.05
110938,FAIR CORRETORA DE CAMBIO S.A.,SAO PAULO,2014-03-01,14.0
110939,CREDSUPER - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,NATAL,2014-03-01,31.03
110940,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE HOLAMBRA - SICREDI HOLAMBRA SP,HOLAMBRA,2014-03-01,19.08
110941,CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL,BRASILIA,2014-03-01,36.35
110942,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ALPINÓPOLIS LTDA. - SICOOB CREDIALP,ALPINOPOLIS,2014-03-01,21.56
110943,COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED,CATANDUVA,2014-03-01,105.38
110944,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO,JOAO PINHEIRO,2014-03-01,28.05
110945,SLW CORRETORA DE VALORES E CÂMBIO LTDA.,SAO PAULO,2014-03-01,32.71
110946,"WALPIRES S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS",SAO PAULO,2014-03-01,11.08
110947,B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.,RIO DE JANEIRO,2014-03-01,18.01
110948,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA,NITEROI,2014-03-01,46.66
110949,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DO RIO DE JANEIRO LTDA.,RIO DE JANEIRO,2014-03-01,71.11
110950,COOPERATIVA DE CRÉDITO RURAL DE PITANGUI LTDA-SICOOB CREDICOOP,PITANGUI,2014-03-01,33.67
110951,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO,SANTO CRISTO,2014-03-01,16.21
110952,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA FOZ DO RIO ITAJAÍ-AÇU - CREDIFOZ,ITAJAI,2014-03-01,15.86
110953,BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY,SAO PAULO,2014-03-01,113.95
110954,COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS - ACREDICOOP,JOINVILLE,2014-03-01,18.55
110955,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS,AGUAS MORNAS,2014-03-01,15.14
110956,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE,NANUQUE,2014-03-01,27.67
110957,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO,ENTRE RIOS DE MINAS,2014-03-01,24.44
110958,"JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS CIVIS ESTADUAIS E MUNICIPAIS EM ALAGOAS",MACEIO,2014-03-01,50.11
110959,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DA REGIÃO SUL DA BAHIA - UNICRED REGIÃO SUL DA BAHIA,ITABUNA,2014-03-01,54.58
110960,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE MANAUS LTDA.,MANAUS,2014-03-01,66.61
110961,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS, PROFISSIONAIS DA SAUDE E DEMAIS PROFISSIONAIS LIBERAIS DO VALE DO SINOS LTDA",NOVO HAMBURGO,2014-03-01,27.25
110962,COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES AGRÍCOLAS E PECUÁRIOS DA MÉDIA SOROCABANA - CREDICANA,ASSIS,2014-03-01,21.07
110963,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS",RIO VERDE,2014-03-01,29.79
110964,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE,DIVINOPOLIS,2014-03-01,27.49
110965,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO  MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO DO ESTADO DO PARÁ LTDA - COIMPPA,BELEM,2014-03-01,87.47
110966,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI,OURO PRETO DO OESTE,2014-03-01,28.06
110967,COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS,VARGINHA,2014-03-01,12.92
110968,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO,FRANCISCO BELTRAO,2014-03-01,22.46
110969,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DA REGIÃO DO IGUAÇU - UNIPRIME DO IGUAÇU,PATO BRANCO,2014-03-01,28.03
110970,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS JUIZES DO RIO GRANDE DO SUL - SICREDI AJURIS,PORTO ALEGRE,2014-03-01,23.11
110971,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF,SAO PAULO,2014-03-01,89.23
110972,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA,SANTO ANGELO,2014-03-01,27.51
110973,"ALPES CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",SAO PAULO,2014-03-01,25.91
110974,COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL,IRAI DE MINAS,2014-03-01,32.65
110975,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO,SANTA CRUZ DAS PALMEIRAS,2014-03-01,18.52
110976,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED,SAO PAULO,2014-03-01,34.29
110977,COOPERATIVA DE CRÉDITO DE LUZ LTDA. - SICOOB CREDILUZ,LUZ,2014-03-01,25.36
110978,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA,BOM DESPACHO,2014-03-01,21.91
110979,COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA,SALVADOR,2014-03-01,31.22
110980,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ALTO VALE DO RIO NEGRO - SCRCRED,SAO BENTO DO SUL,2014-03-01,15.66
110981,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BOTUVERÁ - CRESOL BOTUVERÁ,BOTUVERA,2014-03-01,19.32
110982,UNICRED DE NOVA FRIBURGO - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE SAUDE DE NOVA FRIBURGO LTDA,NOVA FRIBURGO,2014-03-01,30.9
110983,COOPERATIVA DE CRÉDITO DOS MICROS E PEQUENOS EMPRESÁRIOS DO VALE DO ITAJAÍ - CONCREDI,BLUMENAU,2014-03-01,29.88
110984,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS, BANCÁRIOS E ECONOMIÁRIOS DO ESTADO DE SANTA CATARINA - SICOOB CREDISC",FLORIANOPOLIS,2014-03-01,12.3
110985,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS DA REGIÃO DOS CAMPOS GERAIS LTDA.",PONTA GROSSA,2014-03-01,37.87
110986,COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG,JANAUBA,2014-03-01,40.71
110987,COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO OESTE PAULISTA - SICOOB COOPCRED,VALPARAISO,2014-03-01,41.12
110988,AGÊNCIA DE FOMENTO DE ALAGOAS S/A - AFAL,MACEIO,2014-03-01,90.04
110989,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON,CAXIAS DO SUL,2014-03-01,101.54
110990,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA,ILHEUS,2014-03-01,69.44
110991,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE BOA VISTA-CRESOL BOA VISTA,SAO LOURENCO DO SUL,2014-03-01,13.47
110992,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI,SARANDI,2014-03-01,12.24
110993,INTERCAM CORRETORA DE CÂMBIO LTDA.,SAO BERNARDO DO CAMPO,2014-03-01,16.49
110994,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PAJEÚ E AGRESTE - SICOOB PAJEÚ AGRESTE.,SAO JOSE DO EGITO,2014-03-01,35.34
110995,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO PAULO - SICOOB COOPERCREDI-SP,SAO PAULO,2014-03-01,107.42
110996,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI,BOA ESPERANCA,2014-03-01,19.31
110997,COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO LTDA. - UNICRED CENTRAL RJ,RIO DE JANEIRO,2014-03-01,28.73
110998,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE UMUARAMA - SICOOB ARENITO,UMUARAMA,2014-03-01,15.96
110999,CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED'S - UNICRED DO BRASIL,SAO PAULO,2014-03-01,47.17
111000,ADVANCED CORRETORA DE CÂMBIO LTDA,SAO PAULO,2014-03-01,5.63
111001,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE IJUI LTDA,IJUI,2014-03-01,43.2
111002,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL",BRASILIA,2014-03-01,34.79
111003,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA,CAMPINA VERDE,2014-03-01,24.16
111004,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE,CARATINGA,2014-03-01,48.98
111005,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DE EMPRESAS METALÚRGICAS DO ESTADO DE SÃO PAULO,SAO BERNARDO DO CAMPO,2014-03-01,107.25
111006,COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DA GRANDE SÃO PAULO - SICREDI GRANDE SÃO PAULO SP,SAO PAULO,2014-03-01,20.48
111007,"TENDÊNCIA CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.",SAO PAULO,2014-03-01,57.04
111008,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS,GETULIO VARGAS,2014-03-01,11.66
111009,COOPERATIVA DE CRÉDITO RURAL DE PARÁ DE MINAS LTDA - SICOOB CREDIRURAL,PARA DE MINAS,2014-03-01,38.2
111010,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO   SICOOB/SC   CREDISERRA,URUPEMA,2014-03-01,20.96
111011,COOPERATIVA DE CREDITO RURAL HORIZONTES NOVOS DE NOVO SARANDI-CREHNOR SARANDI,SARANDI,2014-03-01,62.68
111012,RENOVA S.A. CORRETORA DE CÂMBIO,SAO PAULO,2014-03-01,13.73
111013,COOPERATIVA DE CRÉDITO RURAL DO SEMIÁRIDO DA BAHIA LTDA. - SICOOB COOPERE,VALENTE,2014-03-01,33.37
111014,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED,PARA DE MINAS,2014-03-01,31.08
111015,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO BANRISUL,PORTO ALEGRE,2014-03-01,47.51
111016,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE,ITAPEJARA D'OESTE,2014-03-01,19.32
111017,TREVISO CORRETORA DE CÂMBIO S.A.,SAO PAULO,2014-03-01,11.23
111018,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,PORTO ALEGRE,2014-03-01,32.15
111019,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VAZANTE LTDA. - SICOOB CREDIVAZ,VAZANTE,2014-03-01,29.25
111020,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAPA LTDA. - SICOOB CREDIEMBRAPA,BRASILIA,2014-03-01,46.17
111021,COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA,SAO JOAO DA BOA VISTA,2014-03-01,30.24
111022,COOPERATIVA DE CRÉDITO RURAL DE GUARANI LTDA - SICOOB GUARANICREDI,GUARANI,2014-03-01,24.91
111023,"SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA",SAO PAULO,2014-03-01,87.17
111024,BANCO MAXINVEST S.A.,CURITIBA,2014-03-01,73.79
111025,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE MINEIRO LTDA.   SICOOB UNIÃO CENTRO OESTE,ARCOS,2014-03-01,39.02
111026,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE DOURADOS - UNIPRIME DOURADOS,DOURADOS,2014-03-01,44.59
111027,COOPERATIVA DE CRÉDITO RURAL CAZOLA - SICOOB CREDICAZOLA,LUCELIA,2014-03-01,19.57
111028,COOPERATIVA DE CRÉDITO RURAL VALE DO CANOAS - SICOOB/SC - CREDICANOAS,ABDON BATISTA,2014-03-01,22.44
111029,CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE,CABEDELO,2014-03-01,21.35
111030,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO PROFISSIONAIS ÁREA DA SAÚDE PEQ EMPRESÁRIOS MICROEMPRESÁRIOS MICROEMPREENDEDORES REGIÃO GRANDE FLORIANÓPOLIS VALE DO ITAJAÍ VALE DO ITAPOCÚ SICOOB MULTICREDI SC,BLUMENAU,2014-03-01,44.2
111031,COOPERATIVA DE CREDITO MUTUO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTERIO PUBLICO NO ESTADO DO PARANA - SICREDI CREDJURIS,CURITIBA,2014-03-01,17.26
111032,UNICRED CARIRI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO DO CARIRI LTDA.,JUAZEIRO DO NORTE,2014-03-01,49.0
111033,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE LARANJEIRAS DO SUL - CRESOL LARANJEIRAS DO SUL,LARANJEIRAS DO SUL,2014-03-01,22.72
111034,BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.,SAO PAULO,2014-03-01,182.49
111035,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA,DONA EMMA,2014-03-01,16.33
111036,SPINELLI S.A. CORRETORA DE VALORES MOBILIARIOS E CAMBIO,SAO PAULO,2014-03-01,132.17
111037,UNICRED PORTO VELHO - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE PORTO VELHO E REGIÃO NORTE DE RONDÔNIA LTDA.,PORTO VELHO,2014-03-01,29.3
111038,"FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO",NOVO HAMBURGO,2014-03-01,66.24
111039,LARCKY SOCIEDADE DE CREDITO IMOBILIARIO S.A.,SAO PAULO,2014-03-01,61.21
111040,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES SERRANAS E DO MÉDIO VALE DO PARAÍBA,TAUBATE,2014-03-01,50.45
111041,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAOPEBA LTDA. - SICOOB CREDIPARAOPEBA,PARAOPEBA,2014-03-01,35.71
111042,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE SETE LAGOAS LTDA.,SETE LAGOAS,2014-03-01,18.11
111043,"GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",DOURADINA,2014-03-01,55.67
111044,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO SÃO FRANCISCO LTDA. - UNICRED VALE DO SÃO FRANCISCO,PETROLINA,2014-03-01,42.0
111045,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CURVELO LTDA. - SICOOB CREDICENTRO,CURVELO,2014-03-01,24.07
111046,AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA,BELO HORIZONTE,2014-03-01,26.3
111047,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA,CORONEL VIVIDA,2014-03-01,22.51
111048,"COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE RIO CLARO LTDA   UNICRED RIO CLARO",RIO CLARO,2014-03-01,34.83
111049,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHOPINZINHO - CRESOL CHOPINZINHO,CHOPINZINHO,2014-03-01,26.92
111050,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR DE UBERABA,UBERABA,2014-03-01,17.55
111051,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA,JUIZ DE FORA,2014-03-01,28.1
111052,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP,BIRIGUI,2014-03-01,25.37
111053,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB-CREDIARAUCÁRIA/SC,URUBICI,2014-03-01,20.0
111054,COOPERATIVA DE CRÉDITO RURAL DO PLANALTO SUL - SICOOB/SC - CREDISSERRANA,LAGES,2014-03-01,13.95
111055,UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA COSTA DO SOL LTDA.,MACAE,2014-03-01,29.69
111056,OCTO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SAO PAULO,2014-03-01,23.1
111057,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL EM BRASÍLIA LTDA. - SICOOB EXECUTIVO,BRASILIA,2014-03-01,38.13
111058,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DA SAÚDE DE PRESIDENTE PRUDENTE E REGIÃO - UNIPRIME OESTE PAULISTA,PRESIDENTE PRUDENTE,2014-03-01,21.72
111059,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM,BAMBUI,2014-03-01,42.4
111060,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DOIS VIZINHOS - CRESOL DOIS VIZINHOS,DOIS VIZINHOS,2014-03-01,21.18
111061,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE POTIGUAR - UNICRED MOSSORÓ,MOSSORO,2014-03-01,32.77
111062,SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A,BELO HORIZONTE,2014-03-01,168.35
111063,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA,MORRINHOS,2014-03-01,35.79
111064,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, SERVIDORES PÚBLICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DA BAHIA LTDA. - UNICRED DA BAHIA",FEIRA DE SANTANA,2014-03-01,24.03
111065,COOPERATIVA DE CRÉDITO REGIONAL DE CAMPO BELO LTDA -SICOOB CREDIBELO,CAMPO BELO,2014-03-01,16.59
111066,COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA,SEARA,2014-03-01,25.18
111067,CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A,BELO HORIZONTE,2014-03-01,-3.53
111068,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TRES BARRAS DO PARANA - CRESOL TRES BARRAS DO PARANA,TRES BARRAS DO PARANA,2014-03-01,18.98
111069,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO - COOPJUD,VITORIA,2014-03-01,55.91
111070,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO PAULISTA - UNICRED CENTRO PAULISTA,SAO CARLOS,2014-03-01,25.99
111071,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ARATIBA-CRESOL ARATIBA,ARATIBA,2014-03-01,14.19
111072,COOPERATIVA DE CRÉDITO RURAL DE PORTO VELHO LTDA. - SICOOB PORTOCREDI,PORTO VELHO,2014-03-01,47.75
111073,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL,MARECHAL CANDIDO RONDON,2014-03-01,25.08
111074,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA,RUBIATABA,2014-03-01,32.87
111075,AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S.A.,PALMAS,2014-03-01,91.82
111076,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ,SAO PAULO,2014-03-01,130.04
111077,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES,GUARANI DAS MISSOES,2014-03-01,15.13
111078,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSAO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE,ITAPAGIPE,2014-03-01,44.53
111079,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA ABB - COOPERABB,GUARULHOS,2014-03-01,113.33
