,instituicao,data_base,codigo_bacen,conglomerado,tcb,tc,ti,cidade,uf,ativo_total,captacoes,patrimonio_liquido,lucro_liquido,numero_agencias,numero_postos_atendimento,carteira_credito,passivel_exigivel,Conglomerado Financeiro,Rendas de Operações de Crédito (a1),Rendas de Operações de Arrendamento Mercantil (a2),Rendas de Operações com TVM (a3),Rendas de Operações com Instrumentos Financeiros Derivativos (a4),Resultado de Operações de Câmbio (a5),Rendas de Aplicações Compulsórias (a6),Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6),Despesas de Obrigações por Empréstimos e Repasses (b2),Despesas de Operações de Arrendamento Mercantil (b3),Resultado de Operações de Câmbio (b4),Resultado de Provisão para Créditos de Difícil Liquidação (b5),Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5),Resultado de Intermediação Financeira (c) = (a) + (b),Rendas de Prestação de Serviços (d1),Rendas de Tarifas Bancárias (d2),Despesas de Pessoal (d3),Despesas Administrativas (d4),Despesas Tributárias (d5),Resultado de Participações (d6),Outras Receitas Operacionais (d7),Outras Despesas Operacionais (d8),Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8),Resultado Operacional (e) = (c) + (d),Resultado Não Operacional (f),"Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f)",Imposto de Renda e Contribuição Social (h),Participação nos Lucros (i),Lucro Líquido (j) = (g) + (h) + (i),Rendas de Títulos e Valores Mobiliários (b),Rendas de Operações de Crédito (c),Resultado com Perda Esperada (f),Despesa de Juros com Captações (g1),Resultado com Derivativos (i),resultado_intermediacao,Rendas de Tarifas Bancárias (m),Outras Rendas de Prestação de Serviços (n),Despesas de Pessoal (o),Despesas Administrativas (p),Despesas Tributárias (s),Resultado de Participações (t),Outras Receitas (u),Outras Despesas (v),outras_receitas_despesas,resultado_antes_impostos,impostos_ir_csll,participacoes_lucro,Despesa_Captacao_Total,cidade_bas,indice_basileia
171329,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL,2024-09-01,1288797,nan,b3S,2,9,COTIA,SP,14006.0,0.0,13506.0,249.0,0,0,9862.0,500.0,nan,558.0,0.0,65.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,-22.0,-22.0,601.0,0.0,0.0,-232.0,-97.0,0.0,0.0,0.0,-23.0,-352.0,249.0,0.0,249.0,0.0,0.0,249.0,65.0,558.0,-22.0,0.0,0.0,601.0,0.0,0.0,-232.0,-97.0,0.0,0.0,0.0,-23.0,-352.0,249.0,0.0,0.0,0.0,,
171330,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM,2024-09-01,20622809,nan,b3S,2,9,BELO HORIZONTE,MG,13986.0,0.0,13440.0,218.0,0,0,6125.0,546.0,nan,153.0,0.0,209.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,-4.0,-4.0,358.0,0.0,0.0,-92.0,-61.0,1.0,0.0,23.0,-4.0,-135.0,223.0,-5.0,218.0,0.0,0.0,218.0,209.0,153.0,-4.0,0.0,0.0,358.0,0.0,0.0,-92.0,-61.0,1.0,0.0,23.0,-4.0,-135.0,218.0,0.0,0.0,0.0,,
171331,RJI CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,2024-09-01,42066258,RJI CTVM - PRUDENCIAL,n2,2,15,RIO DE JANEIRO,RJ,13946.0,0.0,8375.0,650.0,3,0,0.0,5571.0,nan,0.0,0.0,5652.0,0.0,0.0,0.0,5652.0,0.0,0.0,0.0,1.0,1.0,5653.0,5248.0,0.0,-323.0,-8755.0,-656.0,0.0,212.0,-31.0,-4306.0,1347.0,-23.0,1323.0,-673.0,0.0,650.0,5652.0,0.0,1.0,0.0,0.0,5653.0,0.0,5248.0,-323.0,-8755.0,-656.0,0.0,212.0,-31.0,-4306.0,1323.0,-673.0,0.0,0.0,RIO DE JANEIRO,12.74
171332,COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,2024-09-01,27302181,nan,b3S,2,9,VITORIA,ES,13878.0,1666.0,10280.0,24.0,0,4,11843.0,3598.0,nan,824.0,0.0,42.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,9.0,-32.0,834.0,8.0,11.0,-492.0,-330.0,-6.0,0.0,37.0,-39.0,-810.0,24.0,0.0,24.0,0.0,0.0,24.0,42.0,824.0,9.0,-41.0,0.0,834.0,11.0,8.0,-492.0,-330.0,-6.0,0.0,37.0,-39.0,-810.0,24.0,0.0,0.0,-41.0,,
171333,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF,2024-09-01,2232228,nan,b3S,2,9,SAO PAULO,SP,13675.0,0.0,12374.0,412.0,0,0,12569.0,1301.0,nan,1134.0,0.0,31.0,0.0,0.0,0.0,1165.0,0.0,0.0,0.0,-149.0,-149.0,1016.0,0.0,0.0,-345.0,-454.0,-2.0,0.0,198.0,-3.0,-605.0,411.0,1.0,412.0,0.0,0.0,412.0,31.0,1134.0,-149.0,0.0,0.0,1016.0,0.0,0.0,-345.0,-454.0,-2.0,0.0,198.0,-3.0,-605.0,412.0,0.0,0.0,0.0,,
171334,COOPERATIVA DE CRÉDITO E INVESTIMENTO UNINDÚSTRIA,2024-09-01,53841911,nan,b3S,2,9,CONCORDIA,SC,13514.0,10567.0,2789.0,-318.0,0,2,0.0,10725.0,nan,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,-13.0,35.0,5.0,0.0,-278.0,-79.0,0.0,2.0,0.0,0.0,-351.0,-315.0,-2.0,-318.0,0.0,0.0,-318.0,49.0,0.0,0.0,-13.0,0.0,35.0,0.0,5.0,-278.0,-79.0,0.0,2.0,0.0,0.0,-351.0,-318.0,0.0,0.0,-13.0,,
171335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI,2024-09-01,16651002,nan,b3S,2,9,ITABIRA,MG,13353.0,2743.0,8898.0,300.0,0,0,11246.0,4455.0,nan,613.0,0.0,23.0,0.0,0.0,0.0,636.0,-24.0,0.0,0.0,20.0,-57.0,579.0,63.0,0.0,-227.0,-152.0,-3.0,0.0,58.0,-9.0,-270.0,309.0,0.0,309.0,-9.0,0.0,300.0,23.0,613.0,20.0,-53.0,0.0,579.0,0.0,63.0,-227.0,-152.0,-3.0,0.0,58.0,-9.0,-270.0,309.0,-9.0,0.0,-53.0,,
171336,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA,2024-09-01,991739,nan,b3S,2,9,BELEM,PA,13116.0,0.0,11242.0,344.0,0,0,8920.0,1874.0,nan,622.0,0.0,61.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,21.0,21.0,704.0,4.0,0.0,-226.0,-170.0,0.0,34.0,1.0,-1.0,-359.0,344.0,0.0,344.0,0.0,0.0,344.0,61.0,622.0,21.0,0.0,0.0,704.0,0.0,4.0,-226.0,-170.0,0.0,34.0,1.0,-1.0,-359.0,344.0,0.0,0.0,0.0,,
171337,COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS,2024-09-01,460065,COLUNA S.A. DTVM - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,13095.0,0.0,4051.0,1565.0,2,0,0.0,9044.0,nan,0.0,0.0,4.0,0.0,126.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,-947.0,-2492.0,-240.0,0.0,7318.0,-2203.0,1435.0,1565.0,0.0,1565.0,0.0,0.0,1565.0,4.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,-947.0,-2492.0,-240.0,0.0,7318.0,-2203.0,1435.0,1565.0,0.0,0.0,0.0,RIO DE JANEIRO,6.36
171338,PLANNER SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,5684234,PLANNER - PRUDENCIAL,n1,2,43,SAO PAULO,SP,13065.0,7384.0,5604.0,77.0,2,0,659.0,7460.0,51341.0,26.0,0.0,368.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,393.0,37.0,0.0,0.0,-330.0,-24.0,0.0,1.0,0.0,-316.0,77.0,0.0,77.0,0.0,0.0,77.0,368.0,26.0,0.0,0.0,0.0,393.0,0.0,37.0,0.0,-330.0,-24.0,0.0,1.0,0.0,-316.0,77.0,0.0,0.0,0.0,SAO PAULO,10.5
171339,WEALTH HIGH GOVERNANCE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2024-09-01,47631123,WEALTH HIGH GOVERNANCE DTVM - PRUDENCIAL,n2,2,16,SAO PAULO,SP,12865.0,0.0,8172.0,-336.0,2,0,0.0,4693.0,nan,0.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,300.0,3864.0,0.0,-3379.0,-686.0,-385.0,0.0,1.0,0.0,-584.0,-284.0,0.0,-284.0,-52.0,0.0,-336.0,300.0,0.0,0.0,0.0,0.0,300.0,0.0,3864.0,-3379.0,-686.0,-385.0,0.0,1.0,0.0,-584.0,-284.0,-52.0,0.0,0.0,SAO PAULO,24.43
171340,BNK DIGITAL SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,45331622,BNK DIGITAL SCD - PRUDENCIAL,n1,2,43,SAO JOSE DO RIO PRETO,SP,12614.0,9671.0,2625.0,-159.0,2,0,499.0,9989.0,nan,34.0,0.0,228.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,-6.0,-6.0,256.0,432.0,0.0,-281.0,-469.0,-74.0,0.0,0.0,-24.0,-416.0,-159.0,0.0,-159.0,0.0,0.0,-159.0,228.0,34.0,-6.0,0.0,0.0,256.0,0.0,432.0,-281.0,-469.0,-74.0,0.0,0.0,-24.0,-416.0,-159.0,0.0,0.0,0.0,SAO JOSE DO RIO PRETO,13.97
171341,RP SOCIEDADE DE CRÉDITO DIRETO  S.A.,2024-09-01,44431743,RECARGAPAY IP - PRUDENCIAL,n1,2,43,SAO PAULO,SP,12459.0,0.0,11863.0,766.0,2,0,15576.0,596.0,nan,5310.0,0.0,0.0,0.0,0.0,0.0,5310.0,0.0,0.0,0.0,-3607.0,-3607.0,1703.0,0.0,107.0,-178.0,-144.0,-248.0,0.0,26.0,-115.0,-552.0,1151.0,0.0,1151.0,-385.0,0.0,766.0,0.0,5310.0,-3607.0,0.0,0.0,1703.0,107.0,0.0,-178.0,-144.0,-248.0,0.0,26.0,-115.0,-552.0,1151.0,-385.0,0.0,0.0,SAO PAULO,23.63
171342,"ACTIVTRADES CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.",2024-09-01,43050917,ACTIVTRADES CCTVM - PRUDENCIAL,n2,2,15,FLORIANOPOLIS,SC,12338.0,247.0,10582.0,2547.0,2,0,0.0,1755.0,nan,0.0,0.0,158.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,158.0,6284.0,0.0,-2429.0,-1375.0,-197.0,0.0,106.0,0.0,2389.0,2547.0,0.0,2547.0,0.0,0.0,2547.0,158.0,0.0,0.0,0.0,0.0,158.0,0.0,6284.0,-2429.0,-1375.0,-197.0,0.0,106.0,0.0,2389.0,2547.0,0.0,0.0,0.0,FLORIANOPOLIS,62.7
171343,BNQI SOCIEDADE DE CREDITO DIRETO S.A.,2024-09-01,43167610,BANQI IP - PRUDENCIAL,n1,2,43,SAO PAULO,SP,12238.0,0.0,12061.0,351.0,2,0,0.0,177.0,nan,0.0,0.0,545.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,-25.0,0.0,2.0,0.0,-23.0,522.0,0.0,522.0,-171.0,0.0,351.0,545.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,-25.0,0.0,2.0,0.0,-23.0,522.0,-171.0,0.0,0.0,SAO PAULO,89.83
171344,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRAÇÃO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPSERVIDOR ES,2024-09-01,2475222,nan,b3S,2,9,VITORIA,ES,12211.0,4323.0,6761.0,21.0,0,0,8478.0,5450.0,nan,366.0,0.0,72.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,1.0,-73.0,366.0,1.0,3.0,-201.0,-154.0,1.0,0.0,11.0,-3.0,-344.0,22.0,0.0,22.0,0.0,0.0,21.0,72.0,366.0,1.0,-72.0,0.0,366.0,3.0,1.0,-201.0,-154.0,1.0,0.0,11.0,-3.0,-344.0,22.0,0.0,0.0,-72.0,,
171345,QUADRA SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,49555647,QUADRA SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,12153.0,9015.0,2535.0,-58.0,2,0,0.0,9618.0,nan,0.0,0.0,230.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,2.0,0.0,-259.0,-30.0,0.0,0.0,0.0,-288.0,-58.0,0.0,-58.0,0.0,0.0,-58.0,230.0,0.0,0.0,0.0,0.0,230.0,2.0,0.0,0.0,-259.0,-30.0,0.0,0.0,0.0,-288.0,-58.0,0.0,0.0,0.0,SAO PAULO,853.04
171346,COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA,2024-09-01,33735192,nan,b3S,2,9,RIO DE JANEIRO,RJ,12145.0,3833.0,7342.0,127.0,0,2,7661.0,4803.0,nan,474.0,0.0,97.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,-26.0,-149.0,421.0,0.0,0.0,-183.0,-124.0,1.0,0.0,14.0,0.0,-294.0,127.0,0.0,127.0,0.0,0.0,127.0,97.0,474.0,-26.0,-123.0,0.0,421.0,0.0,0.0,-183.0,-124.0,1.0,0.0,14.0,0.0,-294.0,127.0,0.0,0.0,-123.0,,
171347,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,2024-09-01,4478231,nan,b3S,2,9,SAO PAULO,SP,12126.0,0.0,11022.0,223.0,0,0,6652.0,1104.0,nan,389.0,0.0,132.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,-6.0,-6.0,516.0,0.0,0.0,-127.0,-149.0,1.0,0.0,0.0,-4.0,-281.0,235.0,0.0,235.0,0.0,-12.0,223.0,132.0,389.0,-6.0,0.0,0.0,516.0,0.0,0.0,-127.0,-149.0,1.0,0.0,0.0,-4.0,-281.0,235.0,0.0,-12.0,0.0,,
171348,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB,2024-09-01,59305565,nan,b3S,2,9,PINDAMONHANGABA,SP,12039.0,0.0,11830.0,270.0,0,0,7692.0,209.0,nan,360.0,0.0,105.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,-17.0,-17.0,448.0,0.0,0.0,-121.0,-56.0,1.0,0.0,0.0,0.0,-178.0,270.0,0.0,270.0,0.0,0.0,270.0,105.0,360.0,-17.0,0.0,0.0,448.0,0.0,0.0,-121.0,-56.0,1.0,0.0,0.0,0.0,-178.0,270.0,0.0,0.0,0.0,,
171349,FOURTRADE CORRETORA DE CÂMBIO LTDA.,2024-09-01,40353377,FOURTRADE COR. DE CAMBIO LTDA - PRUDENCIAL,n2,2,21,RIO DE JANEIRO,RJ,11999.0,0.0,5185.0,332.0,3,0,0.0,6813.0,nan,0.0,0.0,0.0,0.0,2224.0,0.0,2224.0,0.0,0.0,0.0,130.0,130.0,2354.0,1630.0,8.0,-939.0,-2270.0,-271.0,0.0,30.0,-31.0,-1842.0,512.0,0.0,512.0,-180.0,0.0,332.0,0.0,0.0,130.0,0.0,0.0,2354.0,8.0,1630.0,-939.0,-2270.0,-271.0,0.0,30.0,-31.0,-1842.0,512.0,-180.0,0.0,0.0,RIO DE JANEIRO,16.18
171350,SER FINANCE SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,47873449,SER FINANCE SCD - PRUDENCIAL,n1,2,43,RECIFE,PE,11755.0,0.0,11456.0,-1040.0,2,0,10.0,299.0,nan,0.0,0.0,319.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,319.0,104.0,0.0,-117.0,-1316.0,-30.0,0.0,0.0,0.0,-1359.0,-1040.0,0.0,-1040.0,0.0,0.0,-1040.0,319.0,0.0,0.0,0.0,0.0,319.0,0.0,104.0,-117.0,-1316.0,-30.0,0.0,0.0,0.0,-1359.0,-1040.0,0.0,0.0,0.0,RECIFE,421.21
171351,SOLFÁCIL SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,48755901,SOLFÁCIL SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,11751.0,0.0,8404.0,1508.0,2,0,471.0,3348.0,nan,448.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,1.0,1.0,447.0,0.0,3449.0,-291.0,-363.0,-356.0,0.0,45.0,-427.0,2057.0,2504.0,0.0,2504.0,-996.0,0.0,1508.0,0.0,448.0,1.0,0.0,0.0,447.0,3449.0,0.0,-291.0,-363.0,-356.0,0.0,45.0,-427.0,2057.0,2504.0,-996.0,0.0,0.0,SAO PAULO,146.17
171352,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY,2024-09-01,71965313,nan,b3S,2,9,SAO PAULO,SP,11594.0,0.0,11443.0,224.0,0,0,5510.0,151.0,nan,274.0,0.0,151.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,-9.0,-9.0,416.0,0.0,0.0,-116.0,-75.0,1.0,0.0,0.0,0.0,-192.0,224.0,0.0,224.0,0.0,0.0,224.0,151.0,274.0,-9.0,0.0,0.0,416.0,0.0,0.0,-116.0,-75.0,1.0,0.0,0.0,0.0,-192.0,224.0,0.0,0.0,0.0,,
171353,N26 SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,40867163,N26 SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,11584.0,8408.0,3009.0,-1600.0,2,0,0.0,8575.0,nan,0.0,0.0,224.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,224.0,10.0,0.0,-12.0,-823.0,-13.0,0.0,29.0,-1015.0,-1824.0,-1600.0,0.0,-1600.0,0.0,0.0,-1600.0,224.0,0.0,0.0,0.0,0.0,224.0,0.0,10.0,-12.0,-823.0,-13.0,0.0,29.0,-1015.0,-1824.0,-1600.0,0.0,0.0,0.0,SAO PAULO,39.64
171354,DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,2024-09-01,33851064,DILLON S/A DTVM - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,11537.0,15.0,9793.0,-248.0,3,0,0.0,1744.0,nan,0.0,0.0,116.0,0.0,157.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,273.0,210.0,0.0,-332.0,-560.0,-20.0,0.0,1.0,0.0,-701.0,-428.0,0.0,-428.0,180.0,0.0,-248.0,116.0,0.0,0.0,0.0,0.0,273.0,0.0,210.0,-332.0,-560.0,-20.0,0.0,1.0,0.0,-701.0,-428.0,180.0,0.0,0.0,RIO DE JANEIRO,46.23
171355,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL,2024-09-01,57038408,nan,b3S,2,9,SAO BERNARDO DO CAMPO,SP,11407.0,0.0,10342.0,269.0,0,0,9139.0,1065.0,nan,413.0,0.0,42.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,2.0,2.0,457.0,0.0,0.0,-128.0,-55.0,1.0,0.0,0.0,-5.0,-188.0,269.0,0.0,269.0,0.0,0.0,269.0,42.0,413.0,2.0,0.0,0.0,457.0,0.0,0.0,-128.0,-55.0,1.0,0.0,0.0,-5.0,-188.0,269.0,0.0,0.0,0.0,,
171356,RED SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,47593544,RED SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,11404.0,2263.0,6550.0,1733.0,2,0,0.0,4855.0,nan,0.0,0.0,150.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,150.0,3.0,3082.0,-203.0,-649.0,-267.0,0.0,0.0,-4.0,1964.0,2113.0,0.0,2113.0,-381.0,0.0,1733.0,150.0,0.0,0.0,0.0,0.0,150.0,3082.0,3.0,-203.0,-649.0,-267.0,0.0,0.0,-4.0,1964.0,2113.0,-381.0,0.0,0.0,SAO PAULO,163.03
171357,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS,2024-09-01,49091119,nan,b3S,2,9,CAJAMAR,SP,11347.0,0.0,11190.0,417.0,0,0,7026.0,156.0,nan,470.0,0.0,116.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,9.0,9.0,595.0,0.0,0.0,-105.0,-64.0,0.0,0.0,4.0,-12.0,-177.0,418.0,-1.0,417.0,0.0,0.0,417.0,116.0,470.0,9.0,0.0,0.0,595.0,0.0,0.0,-105.0,-64.0,0.0,0.0,4.0,-12.0,-177.0,417.0,0.0,0.0,0.0,,
171358,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO,2024-09-01,47196084,nan,b3S,2,9,SAO PAULO,SP,11311.0,0.0,10343.0,280.0,0,0,6877.0,969.0,nan,302.0,0.0,139.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,-54.0,-54.0,387.0,0.0,0.0,0.0,-68.0,0.0,0.0,0.0,-39.0,-107.0,280.0,0.0,280.0,0.0,0.0,280.0,139.0,302.0,-54.0,0.0,0.0,387.0,0.0,0.0,0.0,-68.0,0.0,0.0,0.0,-39.0,-107.0,280.0,0.0,0.0,0.0,,
171359,GET MONEY CORRETORA DE CÂMBIO S.A.,2024-09-01,10853017,GET MONEY CC - PRUDENCIAL,n2,2,21,SAO PAULO,SP,11117.0,0.0,8918.0,576.0,2,0,0.0,2198.0,nan,0.0,0.0,7.0,0.0,4086.0,0.0,4093.0,0.0,0.0,0.0,0.0,0.0,4093.0,108.0,0.0,-1378.0,-1672.0,-200.0,0.0,12.0,-1.0,-3131.0,962.0,0.0,962.0,-386.0,0.0,576.0,7.0,0.0,0.0,0.0,0.0,4093.0,0.0,108.0,-1378.0,-1672.0,-200.0,0.0,12.0,-1.0,-3131.0,962.0,-386.0,0.0,0.0,SAO PAULO,35.17
171360,GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,2024-09-01,11165756,GLOBAL SCM LTDA - PRUDENCIAL,n1,2,10,AMERICANA,SP,11007.0,9059.0,1815.0,-71.0,2,0,600.0,9193.0,nan,62.0,0.0,95.0,0.0,0.0,37.0,193.0,-5.0,0.0,0.0,-14.0,-19.0,173.0,460.0,41.0,0.0,-726.0,-25.0,0.0,3.0,0.0,-247.0,-74.0,3.0,-71.0,0.0,0.0,-71.0,95.0,62.0,-14.0,0.0,0.0,173.0,41.0,460.0,0.0,-726.0,-25.0,0.0,3.0,0.0,-247.0,-71.0,0.0,0.0,0.0,AMERICANA,151.45
171361,CREDJUST - COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13- REGIÃO LTDA.,2024-09-01,4608925,nan,b3S,2,9,JOAO PESSOA,PB,10901.0,3392.0,7139.0,66.0,0,1,9954.0,3762.0,nan,384.0,0.0,10.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,-19.0,-95.0,299.0,9.0,0.0,-141.0,-88.0,0.0,0.0,0.0,-12.0,-232.0,66.0,0.0,66.0,0.0,0.0,66.0,10.0,384.0,-19.0,-76.0,0.0,299.0,0.0,9.0,-141.0,-88.0,0.0,0.0,0.0,-12.0,-232.0,66.0,0.0,0.0,-76.0,,
171362,Z-ON SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,52586293,Z-ON SCD - PRUDENCIAL,n1,2,43,CURITIBA,PR,10899.0,0.0,10666.0,109.0,2,0,0.0,233.0,nan,0.0,0.0,288.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,-104.0,-13.0,0.0,0.0,0.0,-117.0,171.0,0.0,171.0,-62.0,0.0,109.0,288.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,-104.0,-13.0,0.0,0.0,0.0,-117.0,171.0,-62.0,0.0,0.0,CURITIBA,97.24
171363,WNT CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2024-09-01,45854066,WNT CAPITAL DTVM - PRUDENCIAL,n2,2,16,SAO PAULO,SP,10854.0,3354.0,5208.0,961.0,2,0,0.0,5646.0,nan,0.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,204.0,1936.0,0.0,-266.0,-407.0,-143.0,0.0,7.0,-6.0,1122.0,1326.0,0.0,1326.0,-365.0,0.0,961.0,204.0,0.0,0.0,0.0,0.0,204.0,0.0,1936.0,-266.0,-407.0,-143.0,0.0,7.0,-6.0,1122.0,1326.0,-365.0,0.0,0.0,SAO PAULO,216.11
171364,PAGARE INSTITUICAO DE PAGAMENTO S.A.,2024-09-01,25104230,PAGARE IP - PRUDENCIAL,n4,2,41,SAO PAULO,SP,10742.0,2987.0,4343.0,371.0,1,0,141.0,6400.0,nan,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,2332.0,0.0,-383.0,-1372.0,-268.0,0.0,20.0,-4.0,325.0,360.0,11.0,371.0,0.0,0.0,371.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,2332.0,-383.0,-1372.0,-268.0,0.0,20.0,-4.0,325.0,371.0,0.0,0.0,0.0,SAO PAULO,49.03
171365,CDC SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,18394228,CDC SCD - PRUDENCIAL,n1,2,43,BELO HORIZONTE,MG,10576.0,2533.0,3239.0,46.0,2,0,5395.0,7337.0,nan,3843.0,0.0,0.0,0.0,0.0,0.0,3843.0,0.0,0.0,0.0,-155.0,-155.0,3688.0,171.0,44.0,-26.0,-3679.0,-149.0,0.0,66.0,-38.0,-3611.0,77.0,0.0,77.0,-31.0,0.0,46.0,0.0,3843.0,-155.0,0.0,0.0,3688.0,44.0,171.0,-26.0,-3679.0,-149.0,0.0,66.0,-38.0,-3611.0,77.0,-31.0,0.0,0.0,BELO HORIZONTE,43.47
