,instituicao,data_base,codigo_bacen,conglomerado,tcb,tc,ti,cidade,uf,ativo_total,captacoes,patrimonio_liquido,lucro_liquido,numero_agencias,numero_postos_atendimento,carteira_credito,passivel_exigivel,Conglomerado Financeiro,Rendas de Operações de Crédito (a1),Rendas de Operações de Arrendamento Mercantil (a2),Rendas de Operações com TVM (a3),Rendas de Operações com Instrumentos Financeiros Derivativos (a4),Resultado de Operações de Câmbio (a5),Rendas de Aplicações Compulsórias (a6),Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6),Despesas de Obrigações por Empréstimos e Repasses (b2),Despesas de Operações de Arrendamento Mercantil (b3),Resultado de Operações de Câmbio (b4),Resultado de Provisão para Créditos de Difícil Liquidação (b5),Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5),Resultado de Intermediação Financeira (c) = (a) + (b),Rendas de Prestação de Serviços (d1),Rendas de Tarifas Bancárias (d2),Despesas de Pessoal (d3),Despesas Administrativas (d4),Despesas Tributárias (d5),Resultado de Participações (d6),Outras Receitas Operacionais (d7),Outras Despesas Operacionais (d8),Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8),Resultado Operacional (e) = (c) + (d),Resultado Não Operacional (f),"Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f)",Imposto de Renda e Contribuição Social (h),Participação nos Lucros (i),Lucro Líquido (j) = (g) + (h) + (i),Rendas de Títulos e Valores Mobiliários (b),Rendas de Operações de Crédito (c),Resultado com Perda Esperada (f),Despesa de Juros com Captações (g1),Resultado com Derivativos (i),resultado_intermediacao,Rendas de Tarifas Bancárias (m),Outras Rendas de Prestação de Serviços (n),Despesas de Pessoal (o),Despesas Administrativas (p),Despesas Tributárias (s),Resultado de Participações (t),Outras Receitas (u),Outras Despesas (v),outras_receitas_despesas,resultado_antes_impostos,impostos_ir_csll,participacoes_lucro,Despesa_Captacao_Total,cidade_bas,indice_basileia
150426,"XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A",2021-06-01,2332886,XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL,n2,2,15,RIO DE JANEIRO,RJ,59815280.0,24283805.0,4041956.0,184412.0,4,0,0.0,55773324.0,52120.0,0.0,0.0,1394771.0,34276.0,2692.0,0.0,1431739.0,-4517.0,0.0,0.0,-65190.0,-481118.0,950620.0,2011002.0,761750.0,-642734.0,-2140682.0,-225901.0,10064.0,367654.0,-227974.0,-86822.0,863798.0,-3418.0,860380.0,-49748.0,-626221.0,184412.0,1394771.0,0.0,-65190.0,-411411.0,34276.0,950620.0,761750.0,2011002.0,-642734.0,-2140682.0,-225901.0,10064.0,367654.0,-227974.0,-86822.0,860380.0,-49748.0,-626221.0,-411411.0,RIO DE JANEIRO,14.64
150427,BANCO BNP PARIBAS BRASIL S.A.,2021-06-01,1522368,BNP PARIBAS - PRUDENCIAL,b1,3,8,SAO PAULO,SP,55153269.0,25386028.0,2985927.0,61692.0,5,0,7896231.0,52167342.0,51516.0,105511.0,0.0,683231.0,8007.0,67589.0,0.0,864338.0,-984.0,0.0,0.0,-15726.0,-349255.0,515083.0,124410.0,1727.0,-288973.0,-81606.0,-29400.0,3654.0,166003.0,-329899.0,-434082.0,81001.0,-1256.0,79745.0,-8037.0,-10016.0,61692.0,683231.0,105511.0,-15726.0,-332545.0,8007.0,515083.0,1727.0,124410.0,-288973.0,-81606.0,-29400.0,3654.0,166003.0,-329899.0,-434082.0,79745.0,-8037.0,-10016.0,-332545.0,SAO PAULO,13.06
150428,"AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",2021-06-01,7707650,SANTANDER - PRUDENCIAL,n1,3,14,SAO PAULO,SP,54518702.0,49921761.0,2272304.0,730031.0,1,0,50793484.0,52246398.0,30379.0,4228142.0,0.0,21657.0,0.0,0.0,0.0,4249799.0,0.0,0.0,0.0,-1035212.0,-2266146.0,1983653.0,40473.0,238926.0,-90610.0,-184508.0,-188642.0,14863.0,450983.0,-1122389.0,-840904.0,1142749.0,-1131.0,1141618.0,-396385.0,-15202.0,730031.0,21657.0,4228142.0,-1035212.0,-1230934.0,0.0,1983653.0,238926.0,40473.0,-90610.0,-184508.0,-188642.0,14863.0,450983.0,-1122389.0,-840904.0,1141618.0,-396385.0,-15202.0,-1230934.0,SAO PAULO,14.71
150429,BANCO DAYCOVAL S.A.,2021-06-01,62232889,BCO DAYCOVAL S.A - PRUDENCIAL,b1,2,8,SAO PAULO,SP,53079993.0,41174039.0,5153634.0,733338.0,48,0,33413351.0,47926359.0,51987.0,2127987.0,0.0,169002.0,-404817.0,132619.0,0.0,2024791.0,-7351.0,0.0,0.0,-252628.0,-754883.0,1269908.0,66457.0,54352.0,-246653.0,-341814.0,-97154.0,27574.0,688773.0,-88247.0,63287.0,1333195.0,15077.0,1348273.0,-540833.0,-74101.0,733338.0,169002.0,2127987.0,-252628.0,-494903.0,-404817.0,1269908.0,54352.0,66457.0,-246653.0,-341814.0,-97154.0,27574.0,688773.0,-88247.0,63287.0,1348273.0,-540833.0,-74101.0,-494903.0,SAO PAULO,13.9
150430,BANCO CRÉDIT AGRICOLE BRASIL S.A.,2021-06-01,75647891,CREDIT AGRICOLE - PRUDENCIAL,b1,3,8,SAO PAULO,SP,52635755.0,11112976.0,2339222.0,-4426.0,2,0,4030264.0,50296534.0,51066.0,18514.0,0.0,114679.0,171171.0,0.0,0.0,304364.0,0.0,0.0,-855531.0,-826.0,-866322.0,-561958.0,24516.0,48.0,-40929.0,-30419.0,-15948.0,0.0,683590.0,-76129.0,544730.0,-17228.0,0.0,-17228.0,14293.0,-1490.0,-4426.0,114679.0,18514.0,-826.0,-9965.0,171171.0,-561958.0,48.0,24516.0,-40929.0,-30419.0,-15948.0,0.0,683590.0,-76129.0,544730.0,-17228.0,14293.0,-1490.0,-9965.0,SAO PAULO,22.04
150431,GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.,2021-06-01,10440482,SANTANDER - PRUDENCIAL,n4,3,41,SAO PAULO,SP,48595850.0,1497883.0,2613618.0,187578.0,1,0,0.0,45982232.0,nan,0.0,0.0,15636.0,0.0,0.0,0.0,15636.0,-17134.0,0.0,0.0,0.0,-17134.0,-1498.0,617183.0,0.0,-107238.0,-493528.0,-106920.0,4420.0,1024811.0,-641068.0,297659.0,296161.0,0.0,296161.0,-89217.0,-19367.0,187578.0,15636.0,0.0,0.0,0.0,0.0,-1498.0,0.0,617183.0,-107238.0,-493528.0,-106920.0,4420.0,1024811.0,-641068.0,297659.0,296161.0,-89217.0,-19367.0,0.0,SAO PAULO,14.71
150432,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,2021-06-01,1023570,BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL,b1,3,8,SAO PAULO,SP,48266579.0,29452824.0,4500080.0,284857.0,19,0,25882496.0,43766499.0,nan,486397.0,0.0,164893.0,340132.0,0.0,0.0,991422.0,-31614.0,0.0,-505711.0,-165725.0,-805926.0,185496.0,53957.0,1499.0,-119382.0,-102467.0,-38055.0,0.0,627556.0,-113171.0,309938.0,495433.0,-42.0,495392.0,-195932.0,-14603.0,284857.0,164893.0,486397.0,-165725.0,-102876.0,340132.0,185496.0,1499.0,53957.0,-119382.0,-102467.0,-38055.0,0.0,627556.0,-113171.0,309938.0,495392.0,-195932.0,-14603.0,-102876.0,SAO PAULO,16.61
150433,BANCO PAN S.A.,2021-06-01,59285411,BTG PACTUAL - PRUDENCIAL,b1,2,8,RIO DE JANEIRO,RJ,43154267.0,31707483.0,5558555.0,392762.0,2,0,32354705.0,37595712.0,49944.0,3739113.0,0.0,149029.0,280954.0,616.0,2686.0,4172396.0,-12.0,0.0,0.0,-710234.0,-1478795.0,2693602.0,137056.0,189575.0,-352336.0,-1706094.0,-180854.0,5972.0,351200.0,-583827.0,-2139309.0,554292.0,-3167.0,551126.0,-158364.0,0.0,392762.0,149029.0,3739113.0,-710234.0,-768549.0,280954.0,2693602.0,189575.0,137056.0,-352336.0,-1706094.0,-180854.0,5972.0,351200.0,-583827.0,-2139309.0,551126.0,-158364.0,0.0,-768549.0,RIO DE JANEIRO,16.75
150434,BANCO ABC BRASIL S.A.,2021-06-01,28195667,ABC-BRASIL - PRUDENCIAL,b1,3,8,SAO PAULO,SP,40104713.0,27993572.0,4459170.0,258746.0,11,0,19063618.0,35645543.0,41856.0,519766.0,0.0,477716.0,-67743.0,0.0,0.0,929739.0,-375869.0,0.0,-32225.0,-84260.0,-853683.0,76056.0,145976.0,12475.0,-132267.0,-84461.0,-20927.0,43737.0,465878.0,-39880.0,390531.0,466587.0,-18336.0,448251.0,-112421.0,-77084.0,258746.0,477716.0,519766.0,-84260.0,-361330.0,-67743.0,76056.0,12475.0,145976.0,-132267.0,-84461.0,-20927.0,43737.0,465878.0,-39880.0,390531.0,448251.0,-112421.0,-77084.0,-361330.0,SAO PAULO,15.89
150435,BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.,2021-06-01,33987793,CREDIT SUISSE - PRUDENCIAL,b2,3,13,SAO PAULO,SP,36514587.0,23540117.0,5985251.0,224929.0,3,0,7312812.0,30529336.0,30771.0,266319.0,0.0,705103.0,-1519549.0,0.0,0.0,-548127.0,-75372.0,0.0,-57380.0,18387.0,-301035.0,-849162.0,173448.0,0.0,-76278.0,-89701.0,-34414.0,103010.0,1121663.0,-21965.0,1175763.0,326601.0,0.0,326601.0,-96611.0,-5061.0,224929.0,705103.0,266319.0,18387.0,-186670.0,-1519549.0,-849162.0,0.0,173448.0,-76278.0,-89701.0,-34414.0,103010.0,1121663.0,-21965.0,1175763.0,326601.0,-96611.0,-5061.0,-186670.0,SAO PAULO,13.46
150436,BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.,2021-06-01,62073200,BOFA MERRILL LYNCH - PRUDENCIAL,b1,3,8,SAO PAULO,SP,35071883.0,15594374.0,3072037.0,208153.0,2,0,1125169.0,31999846.0,51255.0,22714.0,0.0,258011.0,94171.0,582460.0,0.0,957357.0,-37153.0,0.0,0.0,-237.0,-143615.0,813742.0,522587.0,3398.0,-325916.0,-109907.0,-50023.0,0.0,62622.0,-535663.0,-432902.0,380840.0,0.0,380840.0,-172688.0,0.0,208153.0,258011.0,22714.0,-237.0,-106224.0,94171.0,813742.0,3398.0,522587.0,-325916.0,-109907.0,-50023.0,0.0,62622.0,-535663.0,-432902.0,380840.0,-172688.0,0.0,-106224.0,SAO PAULO,21.3
150437,NU PAGAMENTOS S.A.,2021-06-01,18236120,NU PAGAMENTOS - PRUDENCIAL,n4,2,41,SAO PAULO,SP,34858419.0,8135748.0,3234697.0,81233.0,1,0,18323130.0,31623722.0,nan,-157115.0,0.0,159067.0,-19729.0,0.0,0.0,-17778.0,-6164.0,0.0,-10041.0,-127790.0,-181409.0,-199187.0,1324288.0,151458.0,-532091.0,-882437.0,-252413.0,360938.0,919511.0,-973344.0,115910.0,-83277.0,0.0,-83277.0,164511.0,0.0,81233.0,159067.0,-157115.0,-127790.0,-37415.0,-19729.0,-199187.0,151458.0,1324288.0,-532091.0,-882437.0,-252413.0,360938.0,919511.0,-973344.0,115910.0,-83277.0,164511.0,0.0,-37415.0,,
150438,"NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",2021-06-01,30680829,NU PAGAMENTOS - PRUDENCIAL,n1,2,14,SAO PAULO,SP,34642799.0,29782102.0,3108267.0,362741.0,2,0,6016747.0,31534532.0,52058.0,1365262.0,0.0,-152448.0,463595.0,0.0,9587.0,1685997.0,0.0,0.0,0.0,-588710.0,-945726.0,740271.0,654.0,0.0,-47484.0,-25841.0,-60990.0,-10479.0,14862.0,-8621.0,-137899.0,602372.0,0.0,602372.0,-239631.0,0.0,362741.0,-152448.0,1365262.0,-588710.0,-357017.0,463595.0,740271.0,0.0,654.0,-47484.0,-25841.0,-60990.0,-10479.0,14862.0,-8621.0,-137899.0,602372.0,-239631.0,0.0,-357017.0,,
150439,BANCO BMG S.A.,2021-06-01,61186680,BMG - PRUDENCIAL,b1,2,8,SAO PAULO,SP,33786413.0,25799328.0,4052514.0,151289.0,29,0,13475727.0,29733898.0,30290.0,2339829.0,0.0,319180.0,107117.0,0.0,0.0,2766126.0,-6424.0,0.0,-751.0,-381689.0,-1168972.0,1597154.0,33973.0,6899.0,-136501.0,-953949.0,-69633.0,42941.0,255020.0,-696794.0,-1518044.0,79110.0,38771.0,117881.0,64818.0,-31410.0,151289.0,319180.0,2339829.0,-381689.0,-780108.0,107117.0,1597154.0,6899.0,33973.0,-136501.0,-953949.0,-69633.0,42941.0,255020.0,-696794.0,-1518044.0,117881.0,64818.0,-31410.0,-780108.0,SAO PAULO,16.51
150440,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,2021-06-01,28127603,BANESTES - PRUDENCIAL,b1,1,8,VITORIA,ES,32326391.0,29364668.0,1784822.0,114193.0,107,48,5803570.0,30541569.0,30159.0,396743.0,3012.0,383713.0,0.0,0.0,10540.0,794008.0,-1572.0,-2934.0,-415.0,-45209.0,-411450.0,382558.0,57450.0,101822.0,-163238.0,-139721.0,-33979.0,7724.0,13950.0,-45485.0,-201478.0,181079.0,452.0,181531.0,-56075.0,-11263.0,114193.0,383713.0,396743.0,-45209.0,-361321.0,0.0,382558.0,101822.0,57450.0,-163238.0,-139721.0,-33979.0,7724.0,13950.0,-45485.0,-201478.0,181531.0,-56075.0,-11263.0,-361321.0,VITORIA,15.51
150441,BANCO ITAÚ CONSIGNADO S.A.,2021-06-01,33885724,ITAU - PRUDENCIAL,b1,2,8,SAO PAULO,SP,31160644.0,27412597.0,2988363.0,308025.0,2,0,31014599.0,28172281.0,10069.0,2961602.0,0.0,31888.0,0.0,0.0,0.0,2993490.0,0.0,0.0,0.0,-577711.0,-1276433.0,1717056.0,95.0,0.0,-44344.0,-285877.0,-107592.0,-118.0,88432.0,-824637.0,-1174041.0,543016.0,-479.0,542537.0,-219045.0,-15467.0,308025.0,31888.0,2961602.0,-577711.0,-698723.0,0.0,1717056.0,0.0,95.0,-44344.0,-285877.0,-107592.0,-118.0,88432.0,-824637.0,-1174041.0,542537.0,-219045.0,-15467.0,-698723.0,SAO PAULO,14.93
150442,BANCO INTER S.A.,2021-06-01,416968,INTER - PRUDENCIAL,b1,2,8,BELO HORIZONTE,MG,29946706.0,18106528.0,8560122.0,24560.0,19,0,12396038.0,21386583.0,51884.0,598109.0,0.0,211524.0,-44512.0,2872.0,0.0,767992.0,-729.0,0.0,0.0,-209813.0,-353056.0,414936.0,153022.0,10132.0,-160386.0,-414756.0,-41089.0,71301.0,73532.0,-172595.0,-480839.0,-65903.0,13127.0,-52776.0,77337.0,0.0,24560.0,211524.0,598109.0,-209813.0,-142514.0,-44512.0,414936.0,10132.0,153022.0,-160386.0,-414756.0,-41089.0,71301.0,73532.0,-172595.0,-480839.0,-52776.0,77337.0,0.0,-142514.0,BELO HORIZONTE,19.63
150443,STONE PAGAMENTOS S.A.,2021-06-01,16501555,STONE PAGAMENTOS - PRUDENCIAL,n4,2,41,SAO PAULO,SP,28807732.0,2882335.0,1234223.0,-43456.0,1,0,0.0,27573509.0,nan,0.0,0.0,229072.0,-2873.0,0.0,0.0,226199.0,-23184.0,0.0,0.0,-3530.0,-211680.0,14518.0,849100.0,0.0,-447273.0,-415602.0,-103316.0,62835.0,144710.0,-183898.0,-93444.0,-78925.0,-3205.0,-82130.0,42765.0,-4090.0,-43456.0,229072.0,0.0,-3530.0,-184966.0,-2873.0,14518.0,0.0,849100.0,-447273.0,-415602.0,-103316.0,62835.0,144710.0,-183898.0,-93444.0,-82130.0,42765.0,-4090.0,-184966.0,,
150444,BANCO BANDEPE S.A.,2021-06-01,10866788,SANTANDER - PRUDENCIAL,b1,3,8,SAO PAULO,SP,28459588.0,22887484.0,5390955.0,30290.0,2,0,0.0,23068633.0,30379.0,0.0,0.0,343146.0,0.0,0.0,0.0,343146.0,0.0,0.0,0.0,0.0,-290944.0,52202.0,0.0,0.0,0.0,-1028.0,-3118.0,16629.0,5830.0,-10422.0,7889.0,60091.0,-28177.0,31915.0,-1625.0,0.0,30290.0,343146.0,0.0,0.0,-290944.0,0.0,52202.0,0.0,0.0,0.0,-1028.0,-3118.0,16629.0,5830.0,-10422.0,7889.0,31915.0,-1625.0,0.0,-290944.0,SAO PAULO,14.71
150445,BANCO XP S.A.,2021-06-01,33264668,XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL,b1,2,8,RIO DE JANEIRO,RJ,27096791.0,19284986.0,666728.0,2627.0,2,0,7972404.0,26430063.0,52120.0,118747.0,0.0,128209.0,226392.0,36860.0,0.0,510207.0,-1443.0,0.0,0.0,-3584.0,-405011.0,105196.0,50541.0,23.0,-19332.0,-59761.0,-7784.0,-2053.0,13842.0,-65778.0,-90302.0,14894.0,0.0,14894.0,-2891.0,-9376.0,2627.0,128209.0,118747.0,-3584.0,-399984.0,226392.0,105196.0,23.0,50541.0,-19332.0,-59761.0,-7784.0,-2053.0,13842.0,-65778.0,-90302.0,14894.0,-2891.0,-9376.0,-399984.0,RIO DE JANEIRO,14.64
150446,BRB - BANCO DE BRASILIA S.A.,2021-06-01,208,BRB - PRUDENCIAL,b1,1,8,BRASILIA,DF,27043589.0,22559172.0,2149186.0,241760.0,124,24,15603023.0,24894403.0,31976.0,1171792.0,0.0,137574.0,0.0,2446.0,10294.0,1322107.0,-14544.0,0.0,0.0,-51733.0,-370561.0,951546.0,31017.0,87340.0,-431794.0,-277252.0,-57629.0,100958.0,33913.0,-122173.0,-635620.0,315926.0,10933.0,326859.0,-52012.0,-33087.0,241760.0,137574.0,1171792.0,-51733.0,-304285.0,0.0,951546.0,87340.0,31017.0,-431794.0,-277252.0,-57629.0,100958.0,33913.0,-122173.0,-635620.0,326859.0,-52012.0,-33087.0,-304285.0,BRASILIA,14.7
150447,BANCO MUFG BRASIL S.A.,2021-06-01,60498557,BCO MUFG BRASIL S.A. - PRUDENCIAL,b1,3,8,SAO PAULO,SP,26253125.0,6856178.0,1313617.0,32921.0,2,0,3025377.0,24939508.0,nan,43889.0,0.0,52087.0,90836.0,229560.0,0.0,416372.0,-167943.0,0.0,0.0,-1670.0,-215832.0,200539.0,12818.0,283.0,-54496.0,-41329.0,-8431.0,0.0,296639.0,-343122.0,-137638.0,62901.0,223.0,63124.0,-30203.0,0.0,32921.0,52087.0,43889.0,-1670.0,-46220.0,90836.0,200539.0,283.0,12818.0,-54496.0,-41329.0,-8431.0,0.0,296639.0,-343122.0,-137638.0,63124.0,-30203.0,0.0,-46220.0,SAO PAULO,27.84
150448,KIRTON BANK S.A. - BANCO MÚLTIPLO,2021-06-01,1701201,BRADESCO - PRUDENCIAL,b1,2,8,OSASCO,SP,26096125.0,0.0,25081963.0,311082.0,1,0,325618.0,1014162.0,10045.0,10749.0,0.0,125120.0,0.0,0.0,0.0,135868.0,0.0,0.0,0.0,8129.0,8129.0,143997.0,0.0,0.0,0.0,-12573.0,-6321.0,220055.0,42241.0,-12913.0,230489.0,374486.0,104.0,374590.0,-63508.0,0.0,311082.0,125120.0,10749.0,8129.0,0.0,0.0,143997.0,0.0,0.0,0.0,-12573.0,-6321.0,220055.0,42241.0,-12913.0,230489.0,374590.0,-63508.0,0.0,0.0,OSASCO,15.95
150449,BANCO MORGAN STANLEY S.A.,2021-06-01,2801938,MORGAN STANLEY - PRUDENCIAL,b1,3,8,SAO PAULO,SP,25837230.0,11535373.0,2791392.0,125128.0,2,0,0.0,23045838.0,51413.0,0.0,0.0,469917.0,263569.0,15164.0,0.0,748649.0,-1325.0,0.0,0.0,704.0,-202981.0,545668.0,226090.0,0.0,-318027.0,-102863.0,-33025.0,-379.0,26222.0,-138242.0,-340225.0,205444.0,0.0,205444.0,-80315.0,0.0,125128.0,469917.0,0.0,704.0,-202359.0,263569.0,545668.0,0.0,226090.0,-318027.0,-102863.0,-33025.0,-379.0,26222.0,-138242.0,-340225.0,205444.0,-80315.0,0.0,-202359.0,SAO PAULO,25.83
150450,BANCO VOLKSWAGEN S.A.,2021-06-01,59109165,VOLKSWAGEN - PRUDENCIAL,b2,3,8,SAO PAULO,SP,24907565.0,17845949.0,2701744.0,236426.0,2,0,20871073.0,22205821.0,nan,1511161.0,21578.0,16422.0,-12008.0,0.0,0.0,1537153.0,-110292.0,-17832.0,0.0,-261120.0,-672494.0,864660.0,0.0,51449.0,-1539.0,-139597.0,-52059.0,34285.0,137278.0,-484316.0,-454498.0,410161.0,657.0,410819.0,-174393.0,0.0,236426.0,16422.0,1511161.0,-261120.0,-283250.0,-12008.0,864660.0,51449.0,0.0,-1539.0,-139597.0,-52059.0,34285.0,137278.0,-484316.0,-454498.0,410819.0,-174393.0,0.0,-283250.0,SAO PAULO,15.13
150451,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.,2021-06-01,4332281,GOLDMAN SACHS - PRUDENCIAL,b2,3,8,SAO PAULO,SP,23234884.0,7969721.0,2214378.0,103139.0,2,0,2008.0,21020506.0,51585.0,11779.0,0.0,133695.0,198736.0,0.0,0.0,344210.0,-3813.0,0.0,-61213.0,0.0,-150542.0,193668.0,322033.0,0.0,-155995.0,-64940.0,-29892.0,24690.0,41122.0,-118052.0,18966.0,212634.0,1136.0,213771.0,-106990.0,-3642.0,103139.0,133695.0,11779.0,0.0,-85516.0,198736.0,193668.0,0.0,322033.0,-155995.0,-64940.0,-29892.0,24690.0,41122.0,-118052.0,18966.0,213771.0,-106990.0,-3642.0,-85516.0,SAO PAULO,22.67
150452,BANCO DA AMAZONIA S.A.,2021-06-01,4902979,BCO DA AMAZONIA S.A. - PRUDENCIAL,b1,1,2,BELEM,PA,22943480.0,7355035.0,2723041.0,302638.0,119,0,7080743.0,20220439.0,nan,264708.0,0.0,247886.0,0.0,0.0,0.0,512594.0,-171737.0,0.0,-657.0,-68683.0,-296069.0,216525.0,363709.0,93816.0,-274030.0,-127817.0,-72308.0,0.0,540007.0,-302779.0,220598.0,437123.0,233768.0,670891.0,-368253.0,0.0,302638.0,247886.0,264708.0,-68683.0,-54992.0,0.0,216525.0,93816.0,363709.0,-274030.0,-127817.0,-72308.0,0.0,540007.0,-302779.0,220598.0,670891.0,-368253.0,0.0,-54992.0,BELEM,12.04
150453,PAGSEGURO INTERNET S.A.,2021-06-01,8561701,PAGSEGURO - PRUDENCIAL,n4,2,41,SAO PAULO,SP,21560156.0,676889.0,8935980.0,531300.0,1,0,291121.0,12624176.0,nan,0.0,0.0,43228.0,0.0,0.0,0.0,43228.0,0.0,0.0,0.0,0.0,0.0,43228.0,2932605.0,0.0,-138967.0,-985566.0,-316192.0,1223268.0,248837.0,-2262715.0,701269.0,744497.0,25016.0,769513.0,-131450.0,-106763.0,531300.0,43228.0,0.0,0.0,0.0,0.0,43228.0,0.0,2932605.0,-138967.0,-985566.0,-316192.0,1223268.0,248837.0,-2262715.0,701269.0,769513.0,-131450.0,-106763.0,0.0,,
150454,BANCO ALFA DE INVESTIMENTO S.A.,2021-06-01,60770336,ALFA - PRUDENCIAL,b2,2,13,SAO PAULO,SP,19840851.0,18106552.0,1556891.0,40425.0,9,0,4373733.0,18283960.0,51293.0,93284.0,0.0,157928.0,25168.0,21056.0,0.0,297436.0,-135320.0,0.0,0.0,-1092.0,-353850.0,-56413.0,25359.0,1202.0,-57614.0,-1772.0,-6832.0,18513.0,218280.0,-88910.0,108226.0,51813.0,73.0,51885.0,-8294.0,-3166.0,40425.0,157928.0,93284.0,-1092.0,-217438.0,25168.0,-56413.0,1202.0,25359.0,-57614.0,-1772.0,-6832.0,18513.0,218280.0,-88910.0,108226.0,51885.0,-8294.0,-3166.0,-217438.0,SAO PAULO,13.5
150455,BANCO J. SAFRA S.A.,2021-06-01,3017677,SAFRA - PRUDENCIAL,b1,2,8,SAO PAULO,SP,19536432.0,17382673.0,1053777.0,351976.0,2,0,10582062.0,18482655.0,10083.0,1045822.0,3069.0,421633.0,42442.0,0.0,0.0,1512966.0,-2623.0,-2934.0,0.0,-41539.0,-455850.0,1057116.0,50474.0,90423.0,-124747.0,-279674.0,-60215.0,0.0,38545.0,-209432.0,-494626.0,562490.0,1282.0,563773.0,-211797.0,0.0,351976.0,421633.0,1045822.0,-41539.0,-408755.0,42442.0,1057116.0,90423.0,50474.0,-124747.0,-279674.0,-60215.0,0.0,38545.0,-209432.0,-494626.0,563773.0,-211797.0,0.0,-408755.0,SAO PAULO,14.37
150456,BANCO SOCIETE GENERALE BRASIL S.A.,2021-06-01,61533584,SOCIETE GENERALE - PRUDENCIAL,b1,3,8,SAO PAULO,SP,18489347.0,4578927.0,1569223.0,59985.0,2,0,2040806.0,16920125.0,31859.0,32373.0,0.0,149246.0,626208.0,0.0,0.0,807827.0,-307259.0,0.0,-354748.0,1024.0,-676628.0,131199.0,51846.0,0.0,-51960.0,-51833.0,-16654.0,4309.0,83520.0,-59484.0,-40257.0,90942.0,248.0,91191.0,-31205.0,0.0,59985.0,149246.0,32373.0,1024.0,-15644.0,626208.0,131199.0,0.0,51846.0,-51960.0,-51833.0,-16654.0,4309.0,83520.0,-59484.0,-40257.0,91191.0,-31205.0,0.0,-15644.0,SAO PAULO,37.48
150457,CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A,2021-06-01,7450604,CCB - PRUDENCIAL,b1,3,8,SAO PAULO,SP,18048682.0,15170884.0,1087949.0,22636.0,9,0,7911683.0,16960733.0,32119.0,245964.0,0.0,78312.0,-50002.0,0.0,4.0,274278.0,-45170.0,0.0,-22960.0,-19034.0,-225539.0,48738.0,21289.0,1003.0,-86077.0,-40364.0,-13047.0,-24873.0,242069.0,-97738.0,2261.0,51000.0,11734.0,62734.0,-40098.0,0.0,22636.0,78312.0,245964.0,-19034.0,-138375.0,-50002.0,48738.0,1003.0,21289.0,-86077.0,-40364.0,-13047.0,-24873.0,242069.0,-97738.0,2261.0,62734.0,-40098.0,0.0,-138375.0,SAO PAULO,14.08
150458,BANCO ORIGINAL S.A.,2021-06-01,92894922,BANCO ORIGINAL - PRUDENCIAL,b1,2,8,SAO PAULO,SP,17007928.0,13732816.0,2010440.0,66052.0,2,0,9485929.0,14997487.0,51781.0,598876.0,0.0,118860.0,-18110.0,0.0,0.0,699625.0,-3389.0,0.0,-1606.0,-113409.0,-323682.0,375943.0,97988.0,27720.0,-166598.0,-438277.0,-48189.0,-30001.0,333176.0,-103849.0,-328030.0,47913.0,83320.0,131234.0,-52788.0,-12394.0,66052.0,118860.0,598876.0,-113409.0,-205278.0,-18110.0,375943.0,27720.0,97988.0,-166598.0,-438277.0,-48189.0,-30001.0,333176.0,-103849.0,-328030.0,131234.0,-52788.0,-12394.0,-205278.0,SAO PAULO,9.85
150459,BANCO HSBC S.A.,2021-06-01,53518684,HSBC BI - PRUDENCIAL,b1,3,8,SAO PAULO,SP,16649447.0,5742970.0,1066563.0,27689.0,2,0,1455521.0,15582884.0,nan,27356.0,0.0,102190.0,82192.0,120238.0,0.0,331975.0,-65271.0,0.0,0.0,-3550.0,-140879.0,191097.0,69866.0,40.0,-111787.0,-32278.0,-8009.0,0.0,142061.0,-196780.0,-136886.0,54210.0,0.0,54210.0,-23121.0,-3401.0,27689.0,102190.0,27356.0,-3550.0,-72058.0,82192.0,191097.0,40.0,69866.0,-111787.0,-32278.0,-8009.0,0.0,142061.0,-196780.0,-136886.0,54210.0,-23121.0,-3401.0,-72058.0,SAO PAULO,21.2
